TITLE,Topic
"""Russia-Ukraine conflict updates: Biden unveils more sanctions after Russia takes Chernobyl""",War
"""Why Russia and Ukraine are fighting for Chernobyl disaster site""",War
"""Why Russia and Ukraine are fighting for Chornobyl disaster site""",War
"""U.S. Policy Must Address Russia's Attack on Ukraine""",War
"""Ukraine-Russia crisis: Local community fear for loved ones in homeland: 'Please pray for us'""",War
"""Ukraine’s energy options limited in event of Russian gas disruption""",War
"""Sean Penn is Working on a Documentary in Ukraine… Right Now""",War
"""Wheat prices spike on Ukraine invasion, China offers a 'lifeline' - The Australian Financial Review""",War
"""China&#039;s embassy in Ukraine offers Chinese nationals chartered flights to leave""",War
"""Ukraine President warns Russian 'enemy sabotage groups' have entered Kiev""",War
"""Russia Invades Ukraine On Many Fronts In 'Brutal Act Of War'""",War
"""Ukraine's Booming Tech Outsourcing Sector at Risk After Russian Invasion""",War
"""Nearly 2,000 from Haryana stuck in Ukraine, in touch with MEA: CM Khattar""",War
"""GAME OVER, RUSSIA: From soccer to F-1, athletics to tennis, country stands to lose following invasion of Ukraine""",War
"""Sean Penn visits Ukraine to make documentary on Russian invasion""",War
"""Ukraine invasion: Ministers braced for 'long and serious' conflict - BBC News""",War
"""Facebook, Twitter highlight security steps for users in Ukraine""",War
"""U.S. Companies Say They Are Monitoring Impact of Russia-Ukraine Crisis""",War
"""Japan to sanction chip exports to Russia over Ukraine""",War
"""Ukraine ready to discuss neutrality, Zelensky says""",War
"""Reality star Yara Zaya, born in Ukraine, condemns Russia invasion: 'War shouldn't exist in 2022'""",War
"""Russia invades Ukraine: Indian medical students shifted to tube stations for safety""",War
"""Fears of 'accidental' NATO confrontation after Biden vows to maintain peace in Ukraine""",War
"""Ukraine calls on hacker underground to defend against Russia""",War
"""Russia’s military strategy in Ukraine aimed at key cities, decapitating central government""",War
"""Stocks Climb, Futures Waver Amid Ukraine Conflict: Markets Wrap""",War
"""TV news bringing Russian invasion of Ukraine to living rooms and mobile devices""",War
"""Facebook, Twitter highlight security steps for users in Ukraine""",War
"""Explainer-Why Russia and Ukraine are fighting for Chernobyl disaster site""",War
"""Ukraine to expect new wave of 'vicious attacks' as Kiev weathers second night of invasion""",War
"""Football players trapped in Ukraine plead for help after invasion""",War
"""Ukraine Ambassador to India: ‘Deeply dissatisfied with India stand, but Modiji makes me hopeful’ - The Indian Express""",War
"""Madness descends on Europe as Russia-Ukraine conflict ignites continent""",War
"""Jim Cramer explains why U.S. stocks were able to rally despite Russia invading Ukraine - CNBC Television""",War
"""War in Europe – Russia’s assault on Ukraine""",War
"""Alaska’s Anchorage Airport says airlines contacting it about capacity amid Ukraine crisis""",War
"""Facebook Enables Profile Lock Safety Feature For Users In Ukraine""",War
"""Some Of The Most Popular ‘Ukraine Footage’ Is Actually A Video Game""",War
"""How Russia's Invasion Of Ukraine Could Impact You""",War
"""Who is Ukraine’s President Zelensky? Ex-comedian at center of new war""",War
"""MoneyWatch: Roller coaster day for markets after Russia attacks Ukraine""",War
"""Russia-Ukraine conflict impacts U.S. economy""",War
"""Biden imposes new sanctions on Russia after invasion of Ukraine""",War
"""President Zelensky says Ukraine left alone to fight Russia""",War
"""Russia's attack on Ukraine marks dark hour for Europe""",War
"""Wagner Group, Kremlin-backed mercenaries, reportedly laid groundwork in Ukraine""",War
"""Will Canadian troops be sent to Ukraine to engage in combat?""",War
"""Scores killed as Russia invades Ukraine from land, sea and air""",War
"""Ukraine invasion: Household energy bills set to hit £3000 a year - The Times""",War
"""Secretary of State Antony Blinken on alarming developments in Ukraine""",War
"""Why Russia and Ukraine are fighting for Chernobyl disaster site""",War
"""Biden unveils new sanctions as Russia attacks Ukraine""",War
"""AnnaLynne McCord's 'powerful poem' to Putin backfires as Russia attacks Ukraine""",War
"""What the U.S. can do to counter Russian invasion into Ukraine""",War
"""Canada imposes new tough sanctions against Russia over Ukraine""",War
"""‘Not right to race’ – Max Verstappen leads calls for F1 to boycott Russian Grand Prix after Ukraine invasion""",War
"""‘Not right to race’ – Max Verstappen leads calls for F1 to boycott Russian Grand Prix after Ukraine invasion""",War
"""Ukraine’s gaming community responds to outbreak of conflict""",War
"""Amid ‘scary dream’, Ukraine’s basketball team plays in Spain""",War
"""Cruz, Cornyn offer differing views on Russia’s invasion of Ukraine""",War
"""'Dancing With the Stars' pro Maksim Chmerkovskiy documents experience in Ukraine as Russia invades: 'This is very, very, very real'""",War
"""Exclusive-Ukraine calls on hacker underground to defend against Russia""",War
"""EXCLUSIVE Ukraine calls on hacker underground to defend against Russia - Reuters""",War
"""Russia plans to &#039;decapitate&#039; Ukraine government, says US defence official""",War
"""Ukraine calls on hacker underground to defend against Russia""",War
"""Russia-Ukraine: Stefanik says Biden's 'weakness' has made world less safe""",War
"""Actor Sean Penn spotted at a press briefing in Ukraine""",War
"""Actor Sean Penn spotted at a press briefing in Ukraine""",War
"""Meghan Markle and Harry issue statement on Russian invasion of Ukraine""",War
"""Concern grows about gas, food prices in Florida as Russia invades Ukraine""",War
"""U.S. hits major Russian banks with sanctions over invasion of Ukraine - Reuters""",War
"""Applebee's said it's 'disappointed' in CNN showing a company ad of a man dancing to 'Chicken Fried' by Zac Brown Band next to invasion footage of Ukraine""",War
"""Biden speech – live: President denies underestimating Putin and sanctions ‘pariah’ Russia over Ukraine""",War
"""Oil up 2%, Asia markets mostly rise after U.S. investors appear to shrug off Russia-Ukraine concerns - CNBC""",War
"""From Ukraine, 'DWTS' pro Maksim Chmerkovskiy asks Russians to speak up against Putin""",War
"""Facebook letting users in Ukraine lock their social profiles for security""",War
"""U.S. Futures Dip as Ukraine Conflict Stirs Caution: Markets Wrap""",War
"""Why is Russia invading Ukraine? Countries share complex history, but Putin attack for simple reason""",War
"""Putin may have overplayed his hand by invading Ukraine, experts say: 'Massive miscalculation'""",War
"""Von Explosionen geweckt: Trainer-Duo steckt in Ukraine fest""",War
"""Statement by The U.S. Conference of Mayors on Ukraine""",War
"""McFarland says Biden should focus on making US world's 'energy superpower' amid Russian invasion of Ukraine""",War
"""Maksim Chmerkovskiy of 'Dancing With the Stars' posts from Ukraine""",War
"""U.S. Junk-Bond Yields Hit 17-Month High on Russia-Ukraine Crisis""",War
"""Police Detain Protesters in Russia Opposing War With Ukraine""",War
"""US, EU refuse Russia ban from SWIFT, Ukraine official says 'blood of innocents' will be on their hands""",War
"""Sean Penn Filming Documentary About Russian Invasion in Ukraine""",War
"""Russia invades Ukraine""",War
"""New cold war begins as Vladimir Putin invades Ukraine""",War
"""White House says Putin’s ambitions stretch beyond Ukraine""",War
"""Irish photographer in Ukraine lay in bed shaking as Russian assault started""",War
"""Here’s Why Russia’s Invasion of Ukraine Is Pushing up Petrol Prices in Australia""",War
"""Protests Erupt Around the World After Russia Attacks Ukraine""",War
"""Ukraine orders general mobilization, reports 137 fatalities so far (World)""",War
"""Republicans are condemning Putin for the invasion of Ukraine — and criticizing Biden""",War
"""#FuckTheWar: Game studios voice their support for Ukraine as the country defends against Russian invasion""",War
"""Ukraine battles Russian invasion, thousands flee fighting""",War
"""FTI fears Ukraine impact on car exports""",War
"""Stablecoins gain as bitcoin, ether fall after Russia invades Ukraine""",War
"""Russian Billionaires Have Lost Nearly $90 Billion In Wealth Amid Ukraine Invasion""",War
"""Intense cyberwarfare looms as Russia shells, invades Ukraine""",War
"""Ukraine's President orders full military mobilisation""",War
"""Why diplomacy must prevail in Ukraine""",War
"""Ukraine orders full military mobilization""",War
"""Ukraine orders full military mobilization""",War
"""Amid crisis, U.S. lawmakers look to spend big to boost Ukraine""",War
"""Ukraine latest: World’s largest chipmaker pledges to comply with US sanctions against Russia""",War
"""Ukraine latest: Mass army mobilisation in Ukraine as Zelensky questions west’s resolve to back Kyiv""",War
"""MemeMarkets: Meme stocks soar on bad news for Melvin Capital and Russia’s invasion of Ukraine""",War
"""Meme stocks soar on bad news for Melvin Capital and Russia’s invasion of Ukraine""",War
"""Full text of Biden’s speech after Russia invades Ukraine""",War
"""Russia invades Ukraine on multiple fronts; U.S. and allies hit back with sanctions""",War
"""‘The Simpsons’ predicted the ‘very sad’ Russia invasion of Ukraine""",War
"""BBC News viewers share support for Clive Myrie as they spot presenter ‘shed tear’ while reporting on Ukraine crisis live from Kyiv""",War
"""Japan looks to Pilbara for iron ore with expectations of Russia-Ukraine supply squeeze""",War
"""U.S. lawmakers look to spend big to boost crisis-hit Ukraine""",War
"""Guerre en Ukraine - Gasperini : ""Malinovskyi m'a dit qu'il avait envie de jouer""""",War
"""Sean Penn Is in Ukraine Filming Documentary on Russian Invasion """,War
"""Ukraine's president says 137 dead after first day of fighting""",War
"""Attacks across Ukraine as dozens die in Russian invasion""",War
"""AnnaLynne McCord criticized over Vladimir Putin ‘If I was your mother’ poem amid Russia-Ukraine crisis""",War
"""Games Industry Calls for Support for Ukraine - IGN - IGN""",War
"""The Simpsons Showrunner Offers Statement on Russia and Ukraine Conflict Comparisons""",War
"""Toronto Raptors player Svi Mykhailiuk condemns Russian attack on Ukraine""",War
"""Toronto Raptors player Svi Mykhailiuk condemns Russian attack on Ukraine""",War
"""Biden unveils sanctions on Russian businesses after &#039;premeditated&#039; Ukraine attack""",War
"""Propaganda, fake videos of Ukraine invasion bombard users""",War
"""Peter Gabriel leads celebrity reaction to unfolding Ukraine crisis""",War
"""Gasperini äußert sich zu Malinovskyis Ukraine-Jubel""",War
"""What the U.S. military is doing in response to Russian actions in Ukraine""",War
"""Kashmiri students, locals stranded in apartment's basement in Ukraine""",War
"""Ukraine-Russia invasion: Video appears to show military vehicles at Chernobyl""",War
"""Republicans at CPAC are buzzing that the Ukraine invasion isn't Putin's fault &mdash; it's Biden's""",War
"""Demonstrators protest outside Russian Embassy in Washington DC, New York after Russia invades Ukraine""",War
"""Toronto Raptors player Svi Mykhailiuk condemns Russian attack on Ukraine""",War
"""Toronto Raptors player Svi Mykhailiuk condemns Russian attack on Ukraine""",War
"""Toronto Raptors player Svi Mykhailiuk condemns Russian attack on Ukraine""",War
"""Toronto Raptors player Svi Mykhailiuk condemns Russian attack on Ukraine""",War
